umap_1,umap_2,ZIP_Code,cluster,risk_tier
12.770987,7.7039056,94534,37,Risk Tier 19
6.819677,3.8565338,94535,4,Risk Tier 20
13.054074,9.240282,94536,31,Risk Tier 8
6.8174148,3.8484962,94537,4,Risk Tier 20
13.146546,9.376002,94538,31,Risk Tier 8
12.406091,8.493509,94539,37,Risk Tier 19
12.931435,8.019706,94541,37,Risk Tier 19
13.353672,5.226903,94542,39,Risk Tier 38
13.1734705,9.159978,94544,31,Risk Tier 8
13.254564,9.203212,94545,31,Risk Tier 8
12.97152,7.9443173,94546,37,Risk Tier 19
12.942648,7.98947,94547,37,Risk Tier 19
12.328091,7.5551353,94548,-1,Outlier/Anomalous
12.730344,4.4816203,94549,27,Risk Tier 36
12.9639225,8.239869,94550,37,Risk Tier 19
13.176735,8.319057,94551,-1,Outlier/Anomalous
13.299547,5.264209,94552,39,Risk Tier 38
12.953822,7.92864,94553,37,Risk Tier 19
13.156971,9.270406,94555,31,Risk Tier 8
13.071284,4.6334004,94556,-1,Outlier/Anomalous
13.89788,6.669465,94558,-1,Outlier/Anomalous
13.125393,8.101531,94559,37,Risk Tier 19
13.22305,9.116603,94560,31,Risk Tier 8
13.169703,8.677093,94561,31,Risk Tier 8
8.335218,2.1356914,94562,-1,Outlier/Anomalous
12.637627,4.3887053,94563,27,Risk Tier 36
12.967701,7.9172554,94564,37,Risk Tier 19
13.148601,8.90963,94565,31,Risk Tier 8
12.581772,7.403417,94566,36,Risk Tier 24
17.187712,4.705534,94567,45,Risk Tier 45
12.997655,8.3123865,94568,37,Risk Tier 19
13.509831,4.8183866,94569,39,Risk Tier 38
13.237597,9.013268,94571,31,Risk Tier 8
13.199075,9.042806,94572,31,Risk Tier 8
8.356061,2.162097,94573,-1,Outlier/Anomalous
17.022472,5.640516,94574,11,Risk Tier 39
17.131395,5.429512,94576,11,Risk Tier 39
13.204095,8.766649,94577,31,Risk Tier 8
13.220878,9.192691,94578,31,Risk Tier 8
13.2178545,9.195278,94579,31,Risk Tier 8
13.279157,9.077601,94580,31,Risk Tier 8
12.376222,8.29101,94582,37,Risk Tier 19
12.603388,7.7215195,94583,37,Risk Tier 19
13.220501,9.166325,94585,31,Risk Tier 8
14.428984,4.1519823,94586,40,Risk Tier 42
13.035737,9.285216,94587,31,Risk Tier 8
12.498474,8.163634,94588,37,Risk Tier 19
13.018359,9.69855,94589,31,Risk Tier 8
13.009609,9.457533,94590,31,Risk Tier 8
12.951656,9.342875,94591,31,Risk Tier 8
12.27335,9.078019,94592,-1,Outlier/Anomalous
13.348669,4.968998,94595,39,Risk Tier 38
13.36028,5.1117206,94596,39,Risk Tier 38
13.190809,6.7874084,94597,-1,Outlier/Anomalous
12.7474985,6.926573,94598,36,Risk Tier 24
12.511008,7.633126,94599,37,Risk Tier 19
12.386976,8.420583,94601,37,Risk Tier 19
12.698203,6.90589,94602,36,Risk Tier 24
12.961362,9.303883,94603,31,Risk Tier 8
12.91305,6.5691824,94605,-1,Outlier/Anomalous
12.2944975,8.386912,94606,37,Risk Tier 19
12.359344,8.375283,94607,37,Risk Tier 19
12.312928,8.312648,94608,37,Risk Tier 19
12.255639,7.8524165,94609,37,Risk Tier 19
12.298118,6.520239,94610,-1,Outlier/Anomalous
12.448831,4.4723477,94611,27,Risk Tier 36
12.31492,8.209325,94612,37,Risk Tier 19
6.86298,3.8390386,94613,4,Risk Tier 20
6.766909,3.8656137,94615,4,Risk Tier 20
12.282941,6.514117,94618,-1,Outlier/Anomalous
12.741831,6.7584076,94619,36,Risk Tier 24
12.800022,9.003727,94621,-1,Outlier/Anomalous
12.448014,8.408601,94702,37,Risk Tier 19
12.289939,7.8553348,94703,37,Risk Tier 19
12.333524,6.5251517,94704,-1,Outlier/Anomalous
12.089322,4.5804944,94705,27,Risk Tier 36
12.583852,8.380953,94706,37,Risk Tier 19
12.910436,4.871617,94707,-1,Outlier/Anomalous
12.699172,4.4742527,94708,27,Risk Tier 36
12.300714,6.4685073,94709,-1,Outlier/Anomalous
12.483166,8.3692,94710,37,Risk Tier 19
13.699177,4.957419,94720,39,Risk Tier 38
14.384376,8.009672,94801,26,Risk Tier 14
13.458387,6.1573644,94803,35,Risk Tier 31
14.428644,8.032653,94804,26,Risk Tier 14
14.0746355,7.804455,94805,26,Risk Tier 14
14.43519,8.053668,94806,26,Risk Tier 14
12.963035,5.425364,94901,-1,Outlier/Anomalous
13.290773,6.4251904,94903,35,Risk Tier 31
12.1089,4.5706306,94904,27,Risk Tier 36
8.293161,2.1036494,94914,-1,Outlier/Anomalous
12.018484,4.590093,94920,27,Risk Tier 36
13.035346,4.5123177,94922,39,Risk Tier 38
13.324179,5.399021,94923,39,Risk Tier 38
12.28495,6.8728185,94924,36,Risk Tier 24
13.0543785,5.9104767,94925,-1,Outlier/Anomalous
13.984873,7.82766,94928,26,Risk Tier 14
13.42244,4.540274,94929,39,Risk Tier 38
13.400006,4.73407,94930,39,Risk Tier 38
13.986737,7.7609787,94931,26,Risk Tier 14
13.31662,3.9139647,94933,39,Risk Tier 38
15.232079,4.1356716,94937,-1,Outlier/Anomalous
13.31834,3.9052706,94938,39,Risk Tier 38
12.877777,4.896279,94939,-1,Outlier/Anomalous
13.020839,5.4298487,94940,-1,Outlier/Anomalous
12.607312,4.4738836,94941,27,Risk Tier 36
13.331409,6.2794294,94945,35,Risk Tier 31
12.436618,4.1650176,94946,27,Risk Tier 36
13.3293295,6.383786,94947,35,Risk Tier 31
13.242111,6.3127656,94949,35,Risk Tier 31
13.849364,2.2035153,94950,38,Risk Tier 37
13.181202,6.509333,94951,35,Risk Tier 31
13.785149,7.423286,94952,26,Risk Tier 14
14.364636,7.977144,94953,26,Risk Tier 14
14.061693,7.86525,94954,26,Risk Tier 14
13.334217,4.0692415,94956,39,Risk Tier 38
8.334741,2.14388,94957,-1,Outlier/Anomalous
13.03367,5.0650263,94960,-1,Outlier/Anomalous
13.090315,3.992805,94963,39,Risk Tier 38
13.590491,7.844965,94964,26,Risk Tier 14
12.305995,4.584183,94965,27,Risk Tier 36
12.253551,6.4176254,94970,-1,Outlier/Anomalous
13.426808,4.344619,94971,39,Risk Tier 38
13.556711,3.160048,94972,-1,Outlier/Anomalous
13.26521,3.9759648,94973,39,Risk Tier 38
6.9096146,3.8003936,94974,4,Risk Tier 20
11.738095,10.551876,95002,17,Risk Tier 7
13.37492,5.4719324,95003,39,Risk Tier 38
14.200768,4.3798676,95004,40,Risk Tier 42
15.602594,4.968182,95005,-1,Outlier/Anomalous
17.087873,5.6347246,95006,11,Risk Tier 39
16.128038,5.312619,95007,12,Risk Tier 35
11.856326,10.395857,95008,17,Risk Tier 7
11.978078,10.439964,95010,17,Risk Tier 7
12.524849,10.432133,95012,-1,Outlier/Anomalous
11.978797,7.3910527,95013,-1,Outlier/Anomalous
12.052797,10.177432,95014,17,Risk Tier 7
17.159767,5.636026,95017,11,Risk Tier 39
14.4206,4.7020884,95018,40,Risk Tier 42
13.028093,11.128523,95019,18,Extreme Fire Corridor
12.5736065,7.812676,95020,37,Risk Tier 19
11.8552885,10.250988,95023,17,Risk Tier 7
12.459245,7.086916,95024,36,Risk Tier 24
12.331395,4.5257907,95030,27,Risk Tier 36
13.164795,11.366897,95031,18,Extreme Fire Corridor
12.710243,6.845936,95032,36,Risk Tier 24
15.000805,4.190467,95033,-1,Outlier/Anomalous
12.283458,10.898779,95035,17,Risk Tier 7
12.719521,6.923006,95037,36,Risk Tier 24
11.877861,10.380414,95039,17,Risk Tier 7
15.995518,5.2552304,95041,12,Risk Tier 35
12.597712,4.2810297,95043,27,Risk Tier 36
12.790887,6.089846,95045,-1,Outlier/Anomalous
12.555197,6.9803367,95046,36,Risk Tier 24
11.711045,10.596486,95050,17,Risk Tier 7
12.032868,10.855758,95051,17,Risk Tier 7
12.419546,10.992073,95054,17,Risk Tier 7
16.2435,5.688624,95060,12,Risk Tier 35
13.363081,4.945567,95061,39,Risk Tier 38
11.947485,10.460613,95062,17,Risk Tier 7
13.44306,5.6394005,95064,39,Risk Tier 38
13.372883,5.396783,95065,39,Risk Tier 38
13.467295,5.0866094,95066,39,Risk Tier 38
12.51407,6.8173637,95070,36,Risk Tier 24
13.466643,5.196731,95073,39,Risk Tier 38
12.778682,6.335299,95075,-1,Outlier/Anomalous
12.498382,9.943592,95076,-1,Outlier/Anomalous
13.026205,11.069215,95110,18,Extreme Fire Corridor
12.495236,11.036958,95111,17,Risk Tier 7
12.00618,10.535279,95112,17,Risk Tier 7
12.926727,11.067819,95113,18,Extreme Fire Corridor
13.234605,11.3053,95116,18,Extreme Fire Corridor
12.085689,10.771725,95117,17,Risk Tier 7
11.744499,10.534121,95118,17,Risk Tier 7
11.7199745,10.418979,95119,17,Risk Tier 7
12.56409,7.650295,95120,37,Risk Tier 19
12.390523,10.871378,95121,17,Risk Tier 7
13.252983,11.324631,95122,18,Extreme Fire Corridor
11.713229,10.459329,95123,17,Risk Tier 7
11.799243,10.403567,95124,17,Risk Tier 7
11.891015,10.114367,95125,-1,Outlier/Anomalous
11.9073105,10.127161,95126,17,Risk Tier 7
12.556495,10.435041,95127,-1,Outlier/Anomalous
11.724717,10.500579,95128,17,Risk Tier 7
12.259855,10.968538,95129,17,Risk Tier 7
11.708259,10.571816,95130,17,Risk Tier 7
12.491253,11.110068,95131,17,Risk Tier 7
12.146441,10.708216,95132,17,Risk Tier 7
12.34367,11.005932,95133,17,Risk Tier 7
13.043771,11.098259,95134,18,Extreme Fire Corridor
12.345434,8.636049,95135,37,Risk Tier 19
11.890407,10.39331,95136,17,Risk Tier 7
12.493287,7.356118,95138,-1,Outlier/Anomalous
11.789739,10.447846,95139,17,Risk Tier 7
16.048973,5.3556924,95140,12,Risk Tier 35
12.547303,4.1766334,95141,27,Risk Tier 36
12.247973,10.331241,95148,-1,Outlier/Anomalous
6.9142823,3.8429275,95150,4,Risk Tier 20
6.924624,3.590924,95164,4,Risk Tier 20
12.420242,8.979594,95202,-1,Outlier/Anomalous
12.917706,9.908439,95203,31,Risk Tier 8
12.905381,9.808796,95204,31,Risk Tier 8
13.213625,10.811059,95205,-1,Outlier/Anomalous
12.974219,10.021186,95206,31,Risk Tier 8
12.864838,9.824822,95207,31,Risk Tier 8
12.803238,9.6802635,95209,31,Risk Tier 8
12.997027,10.088263,95210,-1,Outlier/Anomalous
12.556987,9.449235,95212,-1,Outlier/Anomalous
12.918987,9.947411,95215,31,Risk Tier 8
12.37081,8.97638,95219,-1,Outlier/Anomalous
12.37413,8.395499,95220,37,Risk Tier 19
11.642212,8.0619135,95221,-1,Outlier/Anomalous
13.566967,4.7592025,95222,39,Risk Tier 38
14.875606,4.5270634,95223,40,Risk Tier 42
17.157867,4.491846,95224,45,Risk Tier 45
13.123543,5.5163713,95225,39,Risk Tier 38
13.102489,4.6748514,95226,-1,Outlier/Anomalous
12.786911,6.8857517,95227,36,Risk Tier 24
13.714429,4.6873884,95228,39,Risk Tier 38
14.484533,4.588095,95229,40,Risk Tier 42
12.537676,9.485005,95230,-1,Outlier/Anomalous
12.873383,9.581175,95231,31,Risk Tier 8
16.671177,4.1809006,95232,44,Risk Tier 44
17.18587,4.5708594,95233,45,Risk Tier 45
13.813655,2.1921468,95234,38,Risk Tier 37
12.319445,8.750597,95236,-1,Outlier/Anomalous
12.791827,9.720281,95237,31,Risk Tier 8
12.895663,9.771761,95240,31,Risk Tier 8
12.904193,9.574001,95242,31,Risk Tier 8
14.112888,4.2489085,95245,40,Risk Tier 42
14.682433,4.49925,95246,40,Risk Tier 42
16.680109,4.1179533,95247,44,Risk Tier 44
15.598302,4.4718313,95248,-1,Outlier/Anomalous
13.616115,4.896012,95249,39,Risk Tier 38
6.94329,3.8477468,95250,4,Risk Tier 20
14.804159,4.5892563,95251,40,Risk Tier 42
13.552074,4.928442,95252,39,Risk Tier 38
13.374123,7.8579483,95253,26,Risk Tier 14
13.067527,4.842711,95254,-1,Outlier/Anomalous
16.741932,4.1435485,95255,44,Risk Tier 44
16.753418,4.106971,95257,44,Risk Tier 44
12.573166,9.460699,95258,-1,Outlier/Anomalous
12.507286,11.088687,95301,17,Risk Tier 7
13.006785,10.984612,95303,18,Extreme Fire Corridor
12.282591,8.69405,95304,-1,Outlier/Anomalous
13.764642,2.3506348,95305,38,Risk Tier 37
13.852126,4.383133,95306,-1,Outlier/Anomalous
13.224034,11.244749,95307,18,Extreme Fire Corridor
13.295712,3.7961853,95309,39,Risk Tier 38
14.994582,4.643486,95310,40,Risk Tier 42
14.969656,4.465654,95311,40,Risk Tier 42
13.012869,11.020418,95312,18,Extreme Fire Corridor
12.746563,10.954335,95313,18,Extreme Fire Corridor
17.201946,5.6146455,95314,11,Risk Tier 39
13.306921,11.353193,95315,18,Extreme Fire Corridor
12.353341,10.943764,95316,17,Risk Tier 7
11.654936,8.170123,95317,-1,Outlier/Anomalous
17.269455,4.4774995,95318,45,Risk Tier 45
13.265537,11.326476,95319,18,Extreme Fire Corridor
12.544278,10.6559515,95320,17,Risk Tier 7
14.748061,4.658968,95321,40,Risk Tier 42
13.203788,11.256932,95322,18,Extreme Fire Corridor
13.089107,11.060699,95323,18,Extreme Fire Corridor
13.194374,11.171217,95324,18,Extreme Fire Corridor
12.732644,5.957931,95325,-1,Outlier/Anomalous
12.27983,10.925393,95326,17,Risk Tier 7
13.818001,4.719998,95327,39,Risk Tier 38
13.295263,11.380833,95328,18,Extreme Fire Corridor
13.860386,4.832041,95329,39,Risk Tier 38
11.700363,10.573166,95330,17,Risk Tier 7
12.972994,11.215988,95333,18,Extreme Fire Corridor
13.106876,11.346519,95334,18,Extreme Fire Corridor
14.527561,4.678247,95335,40,Risk Tier 42
12.940111,11.011576,95336,18,Extreme Fire Corridor
12.129812,10.822724,95337,17,Risk Tier 7
14.559998,4.3254285,95338,40,Risk Tier 42
13.189488,11.16098,95340,18,Extreme Fire Corridor
11.705754,10.467598,95341,17,Risk Tier 7
17.26691,4.41761,95345,45,Risk Tier 45
17.070292,4.355766,95346,45,Risk Tier 45
13.796435,2.2838159,95347,38,Risk Tier 37
12.485534,11.07155,95348,17,Risk Tier 7
13.2489395,11.317861,95350,18,Extreme Fire Corridor
13.300048,11.367276,95351,18,Extreme Fire Corridor
6.9713926,3.5445168,95353,4,Risk Tier 20
13.208071,11.220274,95354,18,Extreme Fire Corridor
13.049387,11.102451,95355,18,Extreme Fire Corridor
12.914958,10.808993,95356,18,Extreme Fire Corridor
13.151456,11.092188,95357,18,Extreme Fire Corridor
13.302641,11.278818,95358,18,Extreme Fire Corridor
13.047606,11.286196,95360,18,Extreme Fire Corridor
12.899709,10.815543,95361,18,Extreme Fire Corridor
12.308643,10.774285,95363,17,Risk Tier 7
13.74763,2.5551133,95364,38,Risk Tier 37
13.1417,11.410434,95365,18,Extreme Fire Corridor
11.976733,10.345633,95366,17,Risk Tier 7
13.207774,11.198093,95367,18,Extreme Fire Corridor
13.180055,11.150596,95368,18,Extreme Fire Corridor
12.533425,10.566927,95369,-1,Outlier/Anomalous
14.710297,4.608006,95370,40,Risk Tier 42
14.554794,4.7374244,95372,40,Risk Tier 42
11.6725235,10.4530525,95374,17,Risk Tier 7
13.412899,3.801212,95375,39,Risk Tier 38
12.872934,10.802567,95376,18,Extreme Fire Corridor
12.124355,10.240094,95377,17,Risk Tier 7
14.875215,4.684281,95379,40,Risk Tier 42
13.2894535,11.346439,95380,18,Extreme Fire Corridor
6.7887664,3.872214,95381,4,Risk Tier 20
13.08816,11.061996,95382,18,Extreme Fire Corridor
16.844696,4.170928,95383,44,Risk Tier 44
11.664753,8.109492,95385,-1,Outlier/Anomalous
12.792033,11.123876,95386,18,Extreme Fire Corridor
12.487117,10.747879,95387,17,Risk Tier 7
13.075796,11.353146,95388,18,Extreme Fire Corridor
17.023525,4.293215,95389,-1,Outlier/Anomalous
11.677471,10.30357,95391,17,Risk Tier 7
14.266683,7.9458632,95401,26,Risk Tier 14
8.250412,2.1055272,95402,-1,Outlier/Anomalous
13.942999,7.4333353,95403,26,Risk Tier 14
13.761924,6.329349,95404,-1,Outlier/Anomalous
13.817839,7.3631887,95405,26,Risk Tier 14
14.352275,7.9930053,95407,26,Risk Tier 14
16.327188,5.69464,95409,12,Risk Tier 35
13.621313,4.096856,95410,39,Risk Tier 38
13.395667,4.65499,95412,39,Risk Tier 38
13.410859,4.6652856,95415,39,Risk Tier 38
14.292263,7.93869,95416,26,Risk Tier 14
16.11786,5.391378,95417,12,Risk Tier 35
16.94054,4.2381496,95418,44,Risk Tier 44
13.456269,4.199262,95419,39,Risk Tier 38
13.1263275,4.4689884,95420,39,Risk Tier 38
13.489581,4.233755,95421,39,Risk Tier 38
13.586237,5.9672117,95422,35,Risk Tier 31
13.921346,6.4801736,95423,-1,Outlier/Anomalous
13.44381,6.1711044,95424,35,Risk Tier 31
13.535086,5.8322077,95425,35,Risk Tier 31
14.332298,4.205001,95426,40,Risk Tier 42
13.491165,3.3772314,95427,-1,Outlier/Anomalous
13.627569,6.2273636,95428,35,Risk Tier 31
14.441448,4.441554,95429,40,Risk Tier 42
14.16275,4.206176,95430,40,Risk Tier 42
13.480691,4.5902886,95432,39,Risk Tier 38
13.620434,7.783568,95433,26,Risk Tier 14
13.442775,4.2059712,95435,39,Risk Tier 38
13.4898205,4.6939754,95436,39,Risk Tier 38
13.552627,6.0423646,95437,35,Risk Tier 31
13.930274,7.748933,95439,26,Risk Tier 14
16.699194,5.6242814,95441,-1,Outlier/Anomalous
13.019597,4.33001,95442,39,Risk Tier 38
14.479123,4.416003,95443,40,Risk Tier 42
13.611061,7.8323364,95444,26,Risk Tier 14
14.0194845,4.4803877,95445,-1,Outlier/Anomalous
13.599063,4.8076053,95446,39,Risk Tier 38
16.161583,5.5640826,95448,12,Risk Tier 35
13.373274,4.1562905,95449,39,Risk Tier 38
14.173302,4.1643186,95450,40,Risk Tier 42
14.325103,4.193504,95451,40,Risk Tier 42
13.066416,4.2929716,95452,39,Risk Tier 38
13.538525,6.1844935,95453,35,Risk Tier 31
13.471508,4.1056037,95454,39,Risk Tier 38
13.1751175,4.0165157,95456,39,Risk Tier 38
13.533808,4.729588,95457,39,Risk Tier 38
13.608629,5.758022,95458,-1,Outlier/Anomalous
13.531509,4.5406947,95459,39,Risk Tier 38
13.20732,4.340136,95460,39,Risk Tier 38
13.494988,4.693095,95461,39,Risk Tier 38
13.531525,4.8067966,95462,39,Risk Tier 38
13.636183,2.976006,95463,-1,Outlier/Anomalous
13.669606,5.0287175,95464,39,Risk Tier 38
13.1212,4.2540584,95465,39,Risk Tier 38
13.572076,3.1572502,95466,-1,Outlier/Anomalous
13.569293,4.86473,95467,39,Risk Tier 38
13.610882,4.6926975,95468,39,Risk Tier 38
13.44767,4.684177,95469,39,Risk Tier 38
13.61861,5.1315026,95470,39,Risk Tier 38
13.517718,4.5054007,95471,39,Risk Tier 38
13.380664,6.35103,95472,35,Risk Tier 31
6.927715,3.7390993,95473,4,Risk Tier 20
13.280401,6.384822,95476,35,Risk Tier 31
14.457178,4.241025,95480,40,Risk Tier 42
13.385749,7.5196857,95481,26,Risk Tier 14
13.604515,6.497483,95482,-1,Outlier/Anomalous
16.31531,5.688239,95485,12,Risk Tier 35
14.25054,2.4935253,95486,-1,Outlier/Anomalous
14.250789,7.9112344,95487,26,Risk Tier 14
13.385455,4.3105392,95488,39,Risk Tier 38
13.5066,4.5896807,95490,39,Risk Tier 38
14.02256,7.189627,95492,-1,Outlier/Anomalous
16.931383,5.6590796,95493,11,Risk Tier 39
13.077088,3.9800127,95494,39,Risk Tier 38
13.326792,4.114546,95497,39,Risk Tier 38
14.742809,0.9467275,95501,16,Risk Tier 30
14.700675,0.97346514,95503,16,Risk Tier 30
15.430585,3.6606784,95511,42,Risk Tier 41
16.691189,4.285327,95514,-1,Outlier/Anomalous
14.732294,0.9583059,95519,16,Risk Tier 30
14.680096,1.0101074,95521,16,Risk Tier 30
14.727732,0.9721362,95524,16,Risk Tier 30
14.699398,1.0260956,95525,16,Risk Tier 30
16.754898,5.54717,95526,11,Risk Tier 39
17.172028,4.5736237,95527,45,Risk Tier 45
14.743024,1.3243934,95528,16,Risk Tier 30
14.706259,0.96823996,95531,16,Risk Tier 30
14.69677,1.0178428,95536,16,Risk Tier 30
14.687276,1.1006571,95537,16,Risk Tier 30
7.011085,3.6199505,95538,4,Risk Tier 20
14.682368,0.9573445,95540,16,Risk Tier 30
15.397162,3.5994077,95542,42,Risk Tier 41
15.261891,3.414998,95543,42,Risk Tier 41
15.339872,3.637277,95545,42,Risk Tier 41
15.536535,3.6400652,95546,42,Risk Tier 41
14.69272,1.0917077,95547,16,Risk Tier 30
14.705147,1.3744308,95548,16,Risk Tier 30
14.263907,2.4167652,95549,38,Risk Tier 37
15.769267,3.869461,95550,-1,Outlier/Anomalous
14.677062,1.3595848,95551,16,Risk Tier 30
17.116478,5.487005,95552,11,Risk Tier 39
15.229059,3.4904473,95553,42,Risk Tier 41
15.146457,3.6001675,95554,42,Risk Tier 41
15.234473,3.364047,95555,42,Risk Tier 41
16.89206,4.6082945,95556,-1,Outlier/Anomalous
14.539607,2.4758778,95558,-1,Outlier/Anomalous
15.961805,3.9917848,95559,-1,Outlier/Anomalous
15.213276,3.4967394,95560,42,Risk Tier 41
14.658678,0.9771183,95562,16,Risk Tier 30
16.99437,4.4216585,95563,45,Risk Tier 45
14.520507,1.7326351,95564,16,Risk Tier 30
13.998296,2.1723545,95565,38,Risk Tier 37
14.700665,1.113861,95567,16,Risk Tier 30
14.176019,2.3867009,95568,38,Risk Tier 37
14.715157,1.4082614,95569,16,Risk Tier 30
14.732022,1.2643245,95570,16,Risk Tier 30
15.20042,3.4543033,95571,42,Risk Tier 41
15.296472,3.4999704,95573,42,Risk Tier 41
15.280928,3.5615292,95585,42,Risk Tier 41
15.014502,3.6641917,95587,-1,Outlier/Anomalous
15.2986555,3.4861734,95589,42,Risk Tier 41
14.939933,3.7702262,95595,40,Risk Tier 42
13.778158,2.5855412,95601,38,Risk Tier 37
15.157267,4.5111017,95602,40,Risk Tier 42
14.005749,4.9744544,95603,-1,Outlier/Anomalous
8.106861,0.8790607,95604,-1,Outlier/Anomalous
9.337241,8.649196,95605,2,Risk Tier 10
13.849721,2.1185596,95606,38,Risk Tier 37
11.953367,7.925656,95607,-1,Outlier/Anomalous
9.923553,8.2692,95608,2,Risk Tier 10
9.479969,8.384646,95610,2,Risk Tier 10
12.459053,7.866175,95612,37,Risk Tier 19
13.938373,4.2517705,95613,-1,Outlier/Anomalous
15.174208,4.477844,95614,40,Risk Tier 42
11.5468855,8.2087345,95615,-1,Outlier/Anomalous
10.434034,8.540618,95616,2,Risk Tier 10
10.476296,8.513371,95618,2,Risk Tier 10
14.214115,4.8178744,95619,-1,Outlier/Anomalous
10.311164,8.538321,95620,2,Risk Tier 10
9.682526,8.7427,95621,2,Risk Tier 10
14.30881,4.7443748,95623,-1,Outlier/Anomalous
9.7007675,8.281651,95624,2,Risk Tier 10
13.286637,7.6515617,95625,26,Risk Tier 14
9.40512,8.441347,95626,2,Risk Tier 10
9.347619,8.537146,95627,2,Risk Tier 10
9.974569,8.230552,95628,2,Risk Tier 10
15.073402,4.233701,95629,-1,Outlier/Anomalous
10.263212,8.330596,95630,2,Risk Tier 10
15.246166,4.6627994,95631,40,Risk Tier 42
10.254551,8.573271,95632,2,Risk Tier 10
16.76718,4.0935836,95633,44,Risk Tier 44
16.686832,4.068554,95634,44,Risk Tier 44
15.230201,4.6339498,95635,40,Risk Tier 42
17.094173,5.518578,95636,11,Risk Tier 39
13.357404,7.307482,95637,26,Risk Tier 14
12.344284,7.9632063,95638,37,Risk Tier 19
10.384705,8.555673,95639,2,Risk Tier 10
13.256136,7.162728,95640,26,Risk Tier 14
9.633571,8.549844,95641,2,Risk Tier 10
13.969521,4.735293,95642,39,Risk Tier 38
13.563963,4.939833,95644,39,Risk Tier 38
10.111405,8.599931,95645,2,Risk Tier 10
12.4397745,4.1700706,95646,27,Risk Tier 36
10.208116,8.370548,95648,2,Risk Tier 10
13.448957,5.510591,95650,39,Risk Tier 38
14.978166,4.655372,95651,40,Risk Tier 42
9.397895,8.711699,95653,2,Risk Tier 10
9.801456,8.260095,95655,2,Risk Tier 10
15.014254,4.688425,95656,40,Risk Tier 42
13.932927,4.9817057,95658,39,Risk Tier 38
11.997626,8.155869,95659,-1,Outlier/Anomalous
9.59845,8.801136,95660,2,Risk Tier 10
9.936328,8.280914,95661,2,Risk Tier 10
9.978096,8.343067,95662,2,Risk Tier 10
13.479923,5.3313413,95663,39,Risk Tier 38
15.395029,4.5307875,95664,40,Risk Tier 42
16.678719,4.088753,95665,44,Risk Tier 44
16.690462,4.0527864,95666,44,Risk Tier 44
15.160747,4.6068544,95667,40,Risk Tier 42
11.668374,8.08362,95668,-1,Outlier/Anomalous
13.399957,4.258498,95669,39,Risk Tier 38
9.934404,8.50633,95670,2,Risk Tier 10
14.554373,4.641036,95672,40,Risk Tier 42
9.404137,8.580845,95673,2,Risk Tier 10
11.591938,8.152896,95674,-1,Outlier/Anomalous
15.17184,4.551574,95675,40,Risk Tier 42
9.420684,8.368265,95676,2,Risk Tier 10
10.203379,8.259933,95677,2,Risk Tier 10
9.401156,8.488115,95678,2,Risk Tier 10
13.365238,7.002965,95679,26,Risk Tier 14
13.361695,7.292223,95680,26,Risk Tier 14
13.32476,6.122496,95681,35,Risk Tier 31
14.037492,4.918851,95682,39,Risk Tier 38
12.412865,7.6678576,95683,37,Risk Tier 19
14.880071,4.4867196,95684,40,Risk Tier 42
14.191561,4.3969216,95685,40,Risk Tier 42
10.361153,8.558417,95686,2,Risk Tier 10
10.326557,8.543923,95687,2,Risk Tier 10
16.273119,5.763612,95688,12,Risk Tier 35
16.692274,4.0901065,95689,44,Risk Tier 44
11.569677,8.164808,95690,-1,Outlier/Anomalous
9.656739,8.367834,95691,2,Risk Tier 10
9.9829445,8.305694,95692,2,Risk Tier 10
12.366018,7.809442,95693,37,Risk Tier 19
14.127545,6.6816893,95694,-1,Outlier/Anomalous
9.946215,8.622249,95695,2,Risk Tier 10
6.9801755,3.774452,95696,4,Risk Tier 20
13.280853,7.723854,95697,26,Risk Tier 14
14.031656,6.730711,95698,-1,Outlier/Anomalous
13.844168,2.256055,95699,38,Risk Tier 37
16.616928,4.120323,95701,44,Risk Tier 44
15.24051,4.63518,95703,40,Risk Tier 42
15.022855,4.631602,95709,40,Risk Tier 42
16.284786,5.6090045,95712,12,Risk Tier 35
15.240934,4.65565,95713,40,Risk Tier 42
14.041725,3.8971276,95714,-1,Outlier/Anomalous
14.801983,4.605045,95715,40,Risk Tier 42
7.532882,1.9942131,95716,23,Risk Tier 32
16.547289,4.0787783,95717,44,Risk Tier 44
16.090515,5.3700457,95720,12,Risk Tier 35
17.032331,5.673135,95721,11,Risk Tier 39
15.450631,4.5189047,95722,40,Risk Tier 42
15.665553,4.030909,95724,42,Risk Tier 41
15.2633915,4.665879,95726,40,Risk Tier 42
14.65223,2.8556814,95728,-1,Outlier/Anomalous
6.953939,3.8614318,95730,4,Risk Tier 20
17.121973,5.629134,95735,11,Risk Tier 39
14.8173275,4.6364226,95736,40,Risk Tier 42
10.43935,8.550671,95742,2,Risk Tier 10
13.38731,5.4825964,95746,39,Risk Tier 38
10.256406,8.537537,95747,2,Risk Tier 10
9.812034,8.404755,95757,2,Risk Tier 10
9.591924,8.393019,95758,2,Risk Tier 10
13.337307,5.643248,95762,39,Risk Tier 38
10.325553,8.439704,95765,2,Risk Tier 10
10.426085,8.571631,95776,2,Risk Tier 10
10.011495,8.309049,95811,2,Risk Tier 10
9.996996,8.27994,95814,2,Risk Tier 10
9.536313,8.76145,95815,2,Risk Tier 10
9.976482,8.309542,95816,2,Risk Tier 10
